TAREAS ESTANDAR DE CORRECTIVO;;;;CORRECTIVE TASKS;;;CAMBIOS
CAB030103;CAB030103no;    Fin de carrera;;CAB030103no;Limit switch;;
CAB030104;CAB030104no;    Guías de desplazamiento;;CAB030104no;Shifting guides;;
CAB0302;CAB0302no;Cortinas frontales y laterales;;CAB0302no;Front and side curtains;;
CAB04;CAB04T79;Butacas y asientos;Inspección sin encontrar anomalía en elementos pertenecientes a butacas o asientos de conductor o asistente y su funcionamiento. ;CAB04T79;Chairs and seats;;
CAB0401;CAB0401T16;Butaca del Conductor;Regulación de carrera de reposabrazos, respaldos y apoyacabezas  Regulación de altura y proximidad a Pupitre de conducción de Asiento de conductor;CAB0401T16;Driver’s seat;Adjustment of the travel of armrests, backrests and head supports  Adjustment of the height and proximity to the driver desk of the driver seat.;
CAB0401;CAB0401T70;Butaca del Conductor;"Reparación o sustitución de elementos pertenecientes a conjunto Asiento de conductor como Sistema de Regulación de asiento mecánico, eléctrico o neumático, racores neumáticos internos, tubería rígida o flexible interna del asiento, amortiguadores, guías, reposabrazos, topes, respaldo, motores, Sistema de bloqueo y liberación, sujeciones, etc...  
Reaprietes de tornillería de sujeción de reposabrazos, de respaldo, apoyacabezas, etc";CAB0401T70;Driver’s seat;"Repair or replacement of elements belonging to the driver seat assembly such as the electric or pneumatic mechanical seat adjustment system, internal pneumatic fittings, rigid or flexible pipe inside the seat, dampers, guides, armrests, stops, backrest, motors, locking and release system, fixings, etc... 
Retightening of fasteners of the armrests, backrests, head support, etc...";
CAB0401;CAB0401T71;Butaca del Conductor;Sustitución y reparación posterior de Asiento de conductor completo;CAB0401T71;Driver’s seat;Replacement and subsequent repair of the complete driver seat;
CAB0402;CAB0402T70;Asientos o butacas auxiliares;"Reparación o sustitución de elementos pertenecientes a Asiento auxiliar como guías, muelles, sujeciones, Sistema de bloqueo y liberación, tornillería, topes, etc… 
Se incluye reaprietes de sujeciones, Regulación de accionamiento, ajustes en posición, etc";CAB0402T70;Auxiliary seats;"Repair or replacement of elements belonging to the auxiliary seat such as guides, springs, fixings, locking and release system, fasteners, stops, etc... 
Includes retightening of fixings, adjustment of movement mechanism, adjustments in position, etc...";
CAB0402;CAB0402T71;Asientos o butacas auxiliares;Sustitución y reparación posterior de Asiento auxiliar completo;CAB0402T71;Auxiliary seats;Replacement and subsequent repair of the complete auxiliary seat;
CAB05;CAB05T70;Revestimiento de la cabina;Reparación de fibras de revestimientos interiores de techo, piso y laterales  reparación de sujeciones, cerraduras, bisagras, juntas, etc… de trampillas y armarios de todo tipo no pertenecientes a Pupitre de conducción (CAB0109);CAB05T70;Cab lining;Repair of roof, floor and side interior lining fibres  Repair of fixings, locks, hinges, joints, etc... of hatches and cabinets of all types not belonging to the driver desk (CAB0109);31/07/2020
CAB05;CAB05T79;Revestimiento de la cabina;"Inspección sin encontrar anomalía en revestimientos de techo, piso, laterales y armarios en cabina.  
Solo en cabina.";CAB05T79;Cab lining;"Inspection without finding anomaly in celing, floor, side cab linings and cab cabinets.  
Only cab elements.";
CAB0501;CAB0501no;Revestimiento techo;;CAB0501no;Ceiling lining;;
CAB0502;CAB0502no;Piso;;CAB0502no;Floor;;
CAB0503;CAB0503no;Revestimientos laterales;;CAB0503no;Side linings;;
CAB0504;CAB0504no;Armarios de todo tipo;;CAB0504no;All types of cabinets;;
CAB06;CAB06T70;Conductos de aire de climatización;Reparación o sustitución de elementos pertenecientes a Sistema de conducciónes de aire climatizado en cabina como fuelles, bridas de sujeción, difusores, canalizaciones, etc…;CAB06T70;Air conditioning ductwork;Repair or replacement of elements belonging to the air conditioning duct system in the cab, such as bellows, clamps, diffusers, ducts, etc...;
CAB06;CAB06T79;Conductos de aire de climatización;Inspección sin encontrar anomalía en conductos de climatización en cabina. ;CAB06T79;Air conditioning ductwork;Inspection without finding anomaly in cab air conditioning ducts;
CAB0601;CAB0601no;Conductos de aire;;CAB0601no;Air ducting;;
CAB07;CAB07T16;Espejos retrovisores;Regulación de apertura, cierre, fuerza, velocidad y zona de vision;CAB07T16;Rear view mirrors;Adjustment of opening, closing, force, speed and viewing area;
CAB07;CAB07T70;Espejos retrovisores;"Reparación o sustitución de elementos pertenecientes a Espejos retrovisores mecánicos o automáticos como Motores eléctricos, Cilindros, Electroválvulas, Finales de carrera, tubería flexible interna, distribuidores neumáticos, espejos, sujeciones, bulones, pasadores, carcasas, cableado, conectores, etc… 
Se incluye la reparación o sustitución de elementos del Sistema antivaho  ";CAB07T70;Rear view mirrors;"Repair or replacement of elements belonging to the mechanical or automatic rearview mirrors such as electric motors, cylinders, solenoid valves, limit switches, internal flexible pipes, pneumatic distributors, mirrors, fixings, bolts, pins, housings, wiring, connectors, etc... 
Includes the repair or replacement of parts of the demister system  ";
CAB07;CAB07T71;Espejos retrovisores;Sustitución y reparación posterior de conjunto Espejo retrovisor completo;CAB07T71;Rear view mirrors;Replacement and subsequent repair of the complete rearview mirror assembly;
CAB07;CAB07T79;Espejos retrovisores;Inspección sin encontrar anomalía en espejos retrovisores mecánicos o automáticos eléctricos o neumáticos en cabina.;CAB07T79;Rear view mirrors;Inspection without finding anomaly in cab manual and automatic pneumatic or electric mirrors;
CAB0701;CAB0701no;Mecanismos de accionamiento;;CAB0701no;Drive mechanisms;;
CAB0702;CAB0702no;Motor - Cilindros;;CAB0702no;Motor;;
CAB08;CAB08T79;Limpiaparabrisas;Inspección sin encontrar anomalía de elementos pertenecientes al conjunto limpiaparabrisas como motores, mecanismos de accionamiento, brazos, escobillas, Depósitos, bombas, conductos hidráulicos y aparellaje eléctrico particular del sistema.;CAB08T79;Windscreen wipers;Inspection without finding an anomaly of parts belonging to the windscreen wipers assembly such as motors, drive mechanisms, arms, blades, tanks, pumps, piping and system particular electrical gear.;
CAB0801;CAB0801T62;Motores de accionamiento;Sustitución y desecho de Motor de Limpiaparabrisas por no ser reparable;CAB0801T62;Drive motors;Replacement and disposal of the windscreen wiper motor that is beyond repair;
CAB0801;CAB0801T70;Motores de accionamiento;"Reparación o sustitución de elementos pertenecientes a conjunto Motor de accionamiento de Limpiaparabrisas como escobillas, bobinados, conexionado interno, etc... 
Se incluye reapriete de sujeciones y limpieza de pista de contacto y conexionados";CAB0801T70;Drive motors;"Repair or replacement of elements belonging to the windscreen wiper drive motor assembly, such as brushes, coils, internal connections, etc... 
Includes retightening of fixings and cleaning of contact face and connections";
CAB0801;CAB0801T71;Motores de accionamiento;Sustitución y reparación posterior de Motor;CAB0801T71;Drive motors;Replacement and subsequent repair of the motor;
CAB0802;CAB0802T70;Mecanismos de accionamiento;Reparación o sustitución de elementos de perteneciente al conjunto de Mecanismo de accionamiento como bielas, bulones, rotulas, pasadores, tornillería, sujeciones, etc…;CAB0802T70;Drive mechanisms;Repair all replacement of elements belonging to the drive mechanism assembly such as rods, bolts, ball joints, pins, fasteners, fixings, etc...;
CAB0803;CAB0803T62;Brazos de limpiaparabrisas (escobilla);Sustitución y desecho de Escobillas o brazo porta escobilla de Limpiaparabrisas;CAB0803T62;Windscreen wiper arms (blade);Replacement and disposal of the windscreen wiper brushes or the brush-holder arm;
CAB0803;CAB0803T70;Brazos de limpiaparabrisas (escobilla);"Reparación de brazos porta escobillas y reaprites de tornillería de unión brazo-eje motor.
Ajustes de brazos de limpiaparabrisas.";CAB0803T70;Windscreen wiper arms (blade);"Repair of brush holder arms and retightening of the motor arm-shaft joint fasteners.
Windscreen wiper arms adjustment.";29/11/2021
CAB0804;CAB0804T24;Depósitos de agua;Rellenado de Depósito fuera de Plan de Mantenimiento;CAB0804T24;Water tanks;Tank filling outside the Maintenance Plan;
CAB0804;CAB0804T62;Depósitos de agua;Sustitución y desecho de Depósito de agua de Limpiaparabrisas por filtraciones o roturas no reparables;CAB0804T62;Water tanks;Replacement and disposal of the windscreen wiper water tank due to leakage or irreparable damage;
CAB0804;CAB0804T70;Depósitos de agua;Reparación o sustitución de elementos pertenecientes a Depósito de agua del Limpiaparabrisas como Sensores de nivel, o bridas de sujeción de Depósito;CAB0804T70;Water tanks;Repair or replacement of elements belonging to the water tank for the windscreen wipers such as level sensors or tank fixing clamps;
CAB0805;CAB0805T62;Bombas de agua;Sustitución y desecho de Bomba de agua de Limpiaparabrisas por no ser reparable;CAB0805T62;Water pumps;Replacement and disposal of the windscreen wiper water pump that is beyond repair;
CAB0805;CAB0805T70;Bombas de agua;"Reapriete de sujeciones y conexionado interno de Bomba de agua
Se incluye limpieza interna";CAB0805T70;Water pumps;"Retightening of fixings and internal connections of the water pump
Internal cleaning included";
CAB0806;CAB0806T70;Aparellaje eléctrico;Reparación de cableado interno de indicador de aviso de nivel bajo del Sistema de Limpiaparabrisas y sustitución de este;CAB0806T70;Electrical gear;Repair of internal wiring of the low-level warning indicator of the windscreen wiper system and its replacement;
CAB0807;CAB0807T70;Conducciones de agua;"Reparación o sustitución de conducciónes, racores, tomas, difusores, y conexiónes de agua del Sistema de Limpiaparabrisas.
Se incluye el ajuste de difusores.";CAB0807T70;Water piping;"Repair and replacement of water pipes, fittings, outlets, jets and connections of the windscreen wiper system.
Jets adjustment is included.";04/08/2021
CAB09;CAB09T70;Puertas frontales de emergencia;"Reparación o sustitución de elementos pertenecientes a la Puerta frontal de emergencia como bisagras, mecanismos de accionamiento, sirgas, juntas, finales de carrera, cableado, etc…  
Se incluye el ajuste mecánico de accionamiento de puerta";CAB09T70;Emergency front doors;Repair or replacement of elements belonging to the emergency front door such as hinges, operating mechanisms, cables, joints, limit switches, wiring, etc... Includes the mechanical adjustment of the door operating mechanism;
CAB09;CAB09T79;Puertas frontales de emergencia;Inspección sin encontrar anomalía de elementos pertenecientes al conjunto Puerta frontal de emergencia como bisagras, cierres, juntas y aparellajes eléctrico y mecánico.;CAB09T79;Emergency front doors;Inspection without finding an anomaly of parts belonging to the Emergency front door such us hinges, locks, gaskets and internal electrical and mechanical gear.;
CAB0901;CAB0901no;Ajuste mecánico;;CAB0901no;Mechanical adjustment;;
CAB0902;CAB0902no;Bisagras, cierres y mecanismos;;CAB0902no;Hinges, locks and mechanisms.;;
CAB0903;CAB0903no;Juntas de estanqueidad;;CAB0903no;Gaskets;;
CAB0904;CAB0904no;Aparellaje eléctrico;;CAB0904no;Electrical gear;;
CAB0905;CAB0905no;Aparellaje mecánico;;CAB0905no;Mechanical gear;;
CAB10;CAB10T16;Puerta interior mecánica;Regulación de apertura, cierre y altura de Puerta mecánica de acceso Salón-Cabina  Se incluye Regulación de cerradura;CAB10T16;Mechanical interior door;"Adjustment of the opening, closing and height of the Saloon-Cab mechanical access door
Includes lock adjustment";
CAB10;CAB10T62;Puerta interior mecánica;Sustitución y desecho de Puerta mecánica de acceso Salón-Cabina por no ser reparable ;CAB10T62;Mechanical interior door;Replacement and disposal of the Saloon-Cab mechanical access door that is beyond repair  Glass doors;
CAB10;CAB10T70;Puerta interior mecánica;Reparación o sustitución de elementos pertenecientes a la Puerta mecánica de acceso Salón-Cabina como manetas, cerraduras, juntas, bisagras, etc…;CAB10T70;Mechanical interior door;Repair or replacement of elements belonging to the Saloon-Cab mechanical access door such as levers, locks, joints, hinges, etc...;
CAB10;CAB10T79;Puerta interior mecánica;Inspección sin encontrar anomalía de elementos pertenecientes al conjunto Puerta interior mecánica cabina-salón como manetas, cerraduras, bisagras, marcos, juntas, hojas, aparellaje mecánico, etc…;CAB10T79;Mechanical interior door;Inspection without finding an anomaly of parts belonging to the Mechanical interior door such us handles, locks, hinges, frames, gaskets, equipped leaves, mechanical gear, etc…;
CAB1001;CAB1001no;Manetas;;CAB1001no;Handles;;
CAB1002;CAB1002no;Cerraduras;;CAB1002no;Locks;;
CAB1003;CAB1003no;Bisagras;;CAB1003no;Hinges;;
CAB1004;CAB1004no;Marcos;;CAB1004no;Frames;;
CAB1005;CAB1005no;Juntas de estanqueidad;;CAB1005no;Gaskets;;
CAB1006;CAB1006no;Hojas equipadas;;CAB1006no;Equipped leaves;;
CAB1007;CAB1007no;Visor;;CAB1007no;Viewer;;
CAB11;CAB11T16;Puertas interior automática;Regulación de parámetros de Puerta interior automática como paralelismo, centrado de hoja, velocidad de cierre y apertura, detección de obstaculo, etc…;CAB11T16;Automatic interior doors;Adjustment of automatic interior door parameters such as parallelism, centring of the door panel, speed of closing and opening, obstacle detection, etc...;
CAB11;CAB11T70;Puertas interior automática;Reparación o sustitución de elementos pertenecientes a la Puerta automática interior como electrónicas de mando, Electroválvulas, Motores, Cerraduras, Finales de carrera, Cableados internos, Fotocelulas, Pulsadores, etc…;CAB11T70;Automatic interior doors;Repair or replacement of elements belonging to the interior automatic door such as control electronics, solenoid valves, motors, locks, limit switches, internal wiring, photocells, pushbuttons, etc...;
CAB11;CAB11T79;Puertas interior automática;Inspección sin encontrar anomalía de elementos pertenecientes al conjunto Puerta interior automática cabina-salón como electroválvulas, finales de carrera, motores eléctricos o neumáticos, mecanismos y aparellajes eléctrico y mecánico.;CAB11T79;Automatic interior doors;Inspection without finding an anomaly of parts belonging to the Automatic interior door such us electrovalves, limit switches, electric or pneumatic motors, machanisms and internal electrical and mechanical gears.;
CAB1101;CAB1101no;Electrónica de mando;;CAB1101no;Control electronics;;
CAB1102;CAB1102no;Electroválvulas;;CAB1102no;Electrovalves;;
CAB1103;CAB1103no;Finales de carrera;;CAB1103no;Limit switches;;
CAB1104;CAB1104no;Motores eléctricos-neumáticos;;CAB1104no;Electro-pneumatic engines;;
CAB1105;CAB1105no;Mecanismos;;CAB1105no;Mechanisms;;
CAB1106;CAB1106no;Hojas equipadas;;CAB1106no;Equipped leaves;;
CAB1107;CAB1107no;Cerraduras-pestillos-enclavamientos;;CAB1107no;Locks-latches-interlocks;;
CAB1108;CAB1108no;Sistemas de guiado;;CAB1108no;Steering systems;;
CAB1109;CAB1109no;Roldanas;;CAB1109no;Pulley wheels;;
CAB1110;CAB1110no;Estabilización;;CAB1110no;Stabilisation;;
CAB1111;CAB1111no;Aparellaje eléctrico;;CAB1111no;Electrical gear;;
CAB1112;CAB1112no;Pulsadores;;CAB1112no;Press buttons;;
CAB1113;CAB1113no;Fotocélulas;;CAB1113no;Photocells;;
CAB1114;CAB1114no;Tiradores;;CAB1114no;Pull handles;;
CAB1115;CAB1115no;Sistemas de anulación;;CAB1115no;Override systems;;
CAB1116;CAB1116no;Embragues;;CAB1116no;Engagement devices;;
CAB1117;CAB1117no;Detectores de posición;;CAB1117no;Position detectors;;
CAB1118;CAB1118no;Reguladores de caudal;;CAB1118no;Flow regulators;;
CAB1119;CAB1119no;Juntas / labios de estanqueidad;;CAB1119no;Gaskets/seal lips;;
CAB12;CAB12T16;Puertas de acceso exterior mecánicas;"Regulación de centrado de hoja, enrasamiento respecto caja, estanqueidad, etc...de Puerta de acceso a cabina mecánica  
Se incluye Regulación de mecanismo de cierre";CAB12T16;Mechanical exterior access doors;"Adjustment of the centring of the door panel, flush fitting against the car body, leak-tightness, etc... of the mechanical cab access door  
Includes adjustment of closing mechanism";
CAB12;CAB12T70;Puertas de acceso exterior mecánicas;"Reparación o sustitución de elementos pertenecientes a la Puerta de acceso a cabina mecánica como manetas, cerraduras, juntas, bisagras, Finales de carrera, Detectores de posición, etc…   
Se incluye la sustitución o reparación de elementos pertenecientes a Ventanas como juntas, marcos, Sistemas de apertura y cierre, etc...en Puertas de acceso exterior mecánica";CAB12T70;Mechanical exterior access doors;"Repair or replacement of elements belonging to the mechanical cab access door such as levers, locks, joints, hinges, limit switches, position detectors, etc... 
Includes the replacement or repair elements belonging to the windows such as seals, frames, opening and closing systems, etc... on mechanical exterior access doors";
CAB12;CAB12T79;Puertas de acceso exterior mecánicas;Inspección sin encontrar anomalía de elementos pertenecientes al conjunto Puerta acceso cabina mecánica como manetas, cerraduras, bisagras, marcos, juntas, hojas y aparellajes eléctrico y mecánico.;CAB12T79;Mechanical exterior access doors;Inspection without finding an anomaly of parts belonging to the Mechanical exterior access door such us handles, locks, hinges, frames, gaskets, equipped leaves and electrical and mechanical gears.;
CAB1201;CAB1201no;Manetas;;CAB1201no;Handles;;
CAB1202;CAB1202no;Cerraduras;;CAB1202no;Locks;;
CAB1203;CAB1203no;Bisagras;;CAB1203no;Hinges;;
CAB1204;CAB1204no;Marcos;;CAB1204no;Frames;;
CAB1205;CAB1205no;Juntas de estanqueidad;;CAB1205no;Gaskets;;
CAB1206;CAB1206no;Sistema neumático de presurización;;CAB1206no;Pneumatic pressurisation system;;
CAB120601;CAB120601no;    Juntas hinchables;;CAB120601no;Inflatable seals;;
CAB120602;CAB120602no;    Reguladores de presión;;CAB120602no;Pressure regulators;;
CAB120603;CAB120603no;    Manómetros;;CAB120603no;Pressure gauges;;
CAB120604;CAB120604no;    Válvulas;;CAB120604no;Valves;;
CAB120605;CAB120605no;    Llaves de aislamiento;;CAB120605no;Isolation valves;;
CAB120606;CAB120606no;    Conducciones neumáticas;;CAB120606no;Pneumatic piping;;
CAB1207;CAB1207no;Finales de carrera;;CAB1207no;Limit switches (FC);;
CAB1208;CAB1208no;Conjunto ventana puerta exterior cabina;;CAB1208no;Window assembly;;
CAB1209;CAB1209T70;Estribos;Reparación de estribos de todo tipo en Puertas mecánicas de acceso exterior a cabina  Se incluyen aquellos de tipo fijo adosados a bogie o peldaños incrustados en lateral cabina;CAB1209T70;Steps;Repair of steps of all types on mechanical exterior cab access doors  Includes the fixed type attached to the bogie or steps embedded in the cab side.;
CAB1209;CAB1209T62;Estribos;Sustitución y desecho de estribos de todo tipo en Puertas mecánicas de acceso exterior a cabina por no ser reparable.  Se incluyen aquellos de tipo fijo adosados a bogie o peldaños incrustados en lateral cabina;CAB1209T62;Steps;Replacement and disposal of all types on mechanical exterior cab access doors that is beyond repair  Includes the fixed type attached to the bogie or steps embedded in the cab side.;
CAB13;CAB13no;Puertas de acceso exterior automáticas;;CAB13no;Automatic exterior access doors;;
CAB13;CAB13T16;Puertas de acceso exterior automáticas;Regulación de diferentes parámetros de puerta automática de acceso exterior a cabina como altura, centrado de hoja y enrasamiento respecto caja , estanqueidad, detección de obstaculo, etc…;CAB13T16;Automatic exterior access doors;Adjustment of different automatic exterior access to cab door parameters such as height, door panel centring, flush fitting against the car body, leak tightness, obstacle detection, etc...;
CAB13;CAB13T70;Puertas de acceso exterior automáticas;"Reparación o sustitución de elementos pertenecientes a la Puerta automática de acceso exterior a cabina como electrónicas de mando, Electroválvulas, Motores, Cerraduras, Finales de carrera, Cableados internos, etc…  
Se incluye la sustitución o reparación de elementos pertenecientes a Ventanas como juntas, marcos, Sistemas de apertura y cierre, etc...en Puertas de acceso exterior automáticas";CAB13T70;Automatic exterior access doors;"Repair or replacement of elements belonging to the automatic exterior access to cab door such as control electronics, solenoid valves, motors, locks, limit switches, internal wiring, etc... 
Includes the replacement or repair of elements belonging to the windows such as seals, frames, opening and closing systems, etc... on automatic exterior access doors";
CAB13;CAB13T79;Puertas de acceso exterior automáticas;Inspección sin encontrar anomalía de elementos pertenecientes al conjunto Puerta acceso cabina automática como electroválvulas, finales de carrera, motores eléctricos o neumáticos, mecanismos y aparellajes eléctrico y mecánico.;CAB13T79;Automatic exterior access doors;Inspection without finding an anomaly of parts belonging to the Automatic exterior access door such us electrovalves, limit switches, electric or pneumatic motors, machanisms and internal electrical and mechanical gears.;
CAB1301;CAB1301no;Electrónica de mando;;CAB1301no;Control electronics;;
CAB130101;CAB130101no;    Circuito apertura-cierre;;CAB130101no;Opening-closing circuit;;
CAB130102;CAB130102no;    Circuito comunicaciones;;CAB130102no;Communications circuit;;
CAB1302;CAB1302no;Mando electroneumático;;CAB1302no;Electro-pneumatic control;;
CAB130201;CAB130201no;    Electroválvulas;;CAB130201no;Electrovalves;;
CAB130202;CAB130202no;    Reguladores de caudal;;CAB130202no;Flow regulators;;
CAB130203;CAB130203no;    Tuberías;;CAB130203no;Piping;;
CAB1303;CAB1303no;Finales de carrera (FC);;CAB1303no;Limit switches (FC);;
CAB130301;CAB130301no;    FC de Puerta Cerrada Ajuste/Posicionamiento;;CAB130301no;Closed Door limit switches Adjustment/Positioning;;
CAB130302;CAB130302no;    FC de Puerta Cerrada Mecánica Accionamiento;;CAB130302no;Closed Door limit switches Mechanical drive;;
CAB130303;CAB130303no;    FC Puerta Enclavada Ajuste/Posicionamiento;;CAB130303no;Interlocked door limit switches Adjustment/Positioning;;
CAB130304;CAB130304no;    FC Puerta Enclavada Mecánica Accionamiento;;CAB130304no;Interlocked door limit switches Mechanical drive;;
CAB130305;CAB130305no;    FC de Puerta Abierta Ajuste/Posicionamiento;;CAB130305no;Opened Door limit switches Adjustment/Positioning;;
CAB130306;CAB130306no;    FC de Puerta Abierta Mecánica Accionamiento;;CAB130306no;Opened Door limit switches Mechanical drive;;
CAB130307;CAB130307no;    Aparellaje mecánico;;CAB130307no;Mechanical gear;;
CAB1304;CAB1304no;Mecanismos;;CAB1304no;Mechanisms;;
CAB130401;CAB130401no;    Mec Transmisión / Accionamiento de puerta;;CAB130401no;Door transmission / drive operator;;
CAB13040101;CAB13040101no;    Motor;;CAB13040101no;Motor;;
CAB13040102;CAB13040102no;    Detector de posición (disco polarizado);;CAB13040102no;Position detector (polarised disc);;
CAB13040103;CAB13040103no;    Correas de transmisión, ruedas dentadas;;CAB13040103no;Drive belts, toothed wheels;;
CAB13040104;CAB13040104no;    Sinfín;;CAB13040104no;Endless screw;;
CAB130402;CAB130402no;    Mec Traslación;;CAB130402no;Traversing mechanisms;;
CAB13040201;CAB13040201no;    Cilindros;;CAB13040201no;Cylinders;;
CAB13040202;CAB13040202no;    Telescopios;;CAB13040202no;Telescopic members;;
CAB13040203;CAB13040203no;    Jaulas de Rodamientos;;CAB13040203no;Bearings cages;;
CAB13040204;CAB13040204no;    Topes;;CAB13040204no;Buffers;;
CAB130403;CAB130403no;    Mec Basculación;;CAB130403no;Tilting Mech.;;
CAB13040301;CAB13040301no;    Conjunto basculante;;CAB13040301no;Tilting assembly;;
CAB13040302;CAB13040302no;    Barras de conjugación;;CAB13040302no;Synchronization Bars;;
CAB13040303;CAB13040303no;    Topes;;CAB13040303no;Stops;;
CAB1305;CAB1305no;Hojas equipadas;;CAB1305no;Equipped leaves;;
CAB1306;CAB1306no;Cerraduras-Pestillos;;CAB1306no;Locks-Latches;;
CAB1307;CAB1307no;Sistemas de guiado;;CAB1307no;Steering systems;;
CAB130701;CAB130701no;    Guías en Hojas;;CAB130701no;Guides in leaves;;
CAB130702;CAB130702no;    Guías en Caja;;CAB130702no;Guides in carbody;;
CAB130703;CAB130703no;    Roldanas;;CAB130703no;Rollers;;
CAB130704;CAB130704no;    Brazos de guiado;;CAB130704no;Steering arms;;
CAB1308;CAB1308no;Estabilización;;CAB1308no;Stabilisation;;
CAB1309;CAB1309no;Aparellaje eléctrico;;CAB1309no;Electrical gear;;
CAB1310;CAB1310no;Panel de pulsadores;;CAB1310no;Push button panel;;
CAB1311;CAB1311no;Fotocelulas;;CAB1311no;Photocells;;
CAB1312;CAB1312no;Sistemas de anulación;;CAB1312no;Override systems;;
CAB1313;CAB1313T70;Estribos;Reparación de estribos de todo tipo en Puertas automáticas de acceso exterior a cabina  Se incluyen aquellos de tipo fijo adosados a bogie o peldaños incrustados en lateral cabina;CAB1313T70;Steps;Repair of steps of all types on automatic exterior cab access doors  Includes the fixed type attached to the bogie or steps embedded in the cab side.;
CAB1313;CAB1313T62;Estribos;Sustitución y desecho de estribos de todo tipo en Puertas automáticas de acceso exterior a cabina por no ser reparable.  Se incluyen aquellos de tipo fijo adosados a bogie o peldaños incrustados en lateral cabina;CAB1313T62;Steps;Replacement and disposal of all types on automatic exterior cab access doors that is beyond repair  Includes the fixed type attached to the bogie or steps embedded in the cab side.;
CAB131301;CAB131301no;    Mando electroneumático;;CAB131301no;Electro-pneumatic control;;
CAB13130101;CAB13130101no;    Electroválvulas;;CAB13130101no;Electrovalves;;
CAB13130102;CAB13130102no;    Reguladores de caudal;;CAB13130102no;Flow regulators;;
CAB131302;CAB131302no;    Mecanismo accionamiento;;CAB131302no;Drive operator;;
CAB13130201;CAB13130201no;    Resortes;;CAB13130201no;Springs;;
CAB13130202;CAB13130202no;    Guías;;CAB13130202no;Guides;;
CAB13130203;CAB13130203no;    Topes;;CAB13130203no;Buffers;;
CAB13130204;CAB13130204no;    Bisagras y articulaciones;;CAB13130204no;Hinges and articulations;;
CAB131303;CAB131303no;    Cuerpo estribado;;CAB131303no;Body step;;
CAB13130301;CAB13130301no;    Revestimientos;;CAB13130301no;Linings;;
CAB1314;CAB1314no;Juntas / labios de estanqueidad;;CAB1314no;Gaskets/seal lips;;
CAB14;CAB14no;Sistema antirrobos;;CAB14no;Anti-theft system;;
CAB15;CAB15T79;Avisos acústicos exteriores;Inspección sin encontrar anomalía de elementos pertenecientes al conjunto Avisos acústicos exteriores como bocina, silbato, campana y su aparellaje eléctrico y mecánico interno interno.;CAB15T79;External acustic warnings;Inspection without finding an anomaly of parts belonging to External acustic warnings such as horn, whistle, bell and their internal electrical and mechanical gears.;
CAB1501;CAB1501T70;Bocina;"Reparación o sustitución de elementos pertenecientes a Bocinas de accionamiento eléctrico o neumático como racores, tornillería de sujeción, soporte, etc... 
En el caso de bocinas eléctricas, se incluyen las sustitucionesde equipos amplificadores o moduladores y reparación de cableado interno de estos equipo";CAB1501T70;Horn;"Repair or replacement of elements belonging to electrically or pneumatically actuated horns, such as fittings, fasteners, support, etc... 
In the case of electrical horns, includes the replacement of amplifier or modulator equipment and repair of internal wiring of this equipment";
CAB1501;CAB1501T71;Bocina;Sustitución y reparación posterior de la Bocina neumática o eléctrica;CAB1501T71;Horn;Replacement and subsequent repair of the pneumatic or electrical horn;
CAB1502;CAB1502T70;Silbato;"Reparación o sustitución de elementos pertenecientes a Silbatos de accionamiento eléctrico o neumático como racores, tornillería de sujeción, soporte, etc... 
En el caso de silbatos eléctricos, se incluyen las sustituciones de equipos amplificadores o moduladores y reparación de cableado interno de estos equipo";CAB1502T70;Whistle;"Repair or replacement of elements belonging to electrically or pneumatically actuated whistles, such as fittings, fasteners, support, etc... 
In the case of electrical whistles, includes the replacement of amplifier or modulator equipment and repair of internal wiring of this equipment";
CAB1502;CAB1502T71;Silbato;Sustitución y reparación posterior de Silbato neumático o eléctrico;CAB1502T71;Whistle;Replacement and subsequent repair of the pneumatic or electrical whistle;
CAB1503;CAB1503T70;Campana;Reparación o sustitución de elementos pertenecientes a Sistema acustico tipo Campana como soportes y tornillería de sujeción, amploficadores o moduladores, cablado y conexionado interno, etc…;CAB1503T70;Bell;Repair or replacement of elements belonging to the bell -type acoustic system such as supports and fasteners, amplifiers or modulators, wiring and internal connections, etc...;
CAB1503;CAB1503T71;Campana;Sustitución y reparación posterior de Campana;CAB1503T71;Belll;Replacement and subsequent repair of the bell;
CAB16;CAB16T62;Iluminación de cabina;"Sustitución y desecho de lámparas de todo tipo como fluorescentes, halogenos, leds, etc… del sistema de iluminación interior de cabina tipo Luminarias, lámparas lectoras, etc...de cabina 
No es para iluminación de instrumentos";CAB16T62;Cab lighting;"Replacement and disposal of lamps of all types, such as fluorescent, halogen, LED, etc... of the interior cab lighting system such as light fittings, reading lamps, etc... in the cab. 
It is not for instrument lighting";
CAB16;CAB16T70;Iluminación de cabina;"Sustitución de convertidores, casquillos o cualquier elemento del Sistema de iluminación interior de cabina tipo Luminarias, lámparas lectoras, etc... 
Se incluye la reparación de cableados internos de Luminarias, lámparas lectoras, etc… 
No es para iluminación de instrumentos en pupitre conducción";CAB16T70;Cab lighting;"Replacement of  converters, dimmers, lamp holders or any other element of the interior cab lighting system such as light fittings, reading lamps, etc... 
Includes the repair of internal wiring of the light fittings, reading lamps, etc... 
It is not for driver desk instrument lighting";
